1	0.002000	0.000000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
2	0.005000	0.002000	0.002000	0.000000	0.000000	0.001000	0.000000	0.000000	
3	0.011000	0.003000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	
4	0.019000	0.006000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	
5	0.029000	0.009000	0.014000	0.001000	0.000000	0.000000	0.000000	0.000000	
6	0.044000	0.012000	0.019000	0.001000	0.000000	0.001000	0.000000	0.000000	
7	0.058000	0.018000	0.025000	0.001000	0.001000	0.000000	0.000000	0.000000	
8	0.077000	0.023000	0.033000	0.002000	0.000000	0.001000	0.000000	0.000000	
9	0.098000	0.028000	0.043000	0.002000	0.001000	0.000000	0.000000	0.001000	
10	0.124000	0.035000	0.051000	0.002000	0.001000	0.001000	0.000000	0.000000	
11	0.155000	0.043000	0.062000	0.002000	0.001000	0.001000	0.000000	0.000000	
12	0.192000	0.050000	0.074000	0.002000	0.001000	0.001000	0.000000	0.001000	
13	0.232000	0.058000	0.087000	0.002000	0.002000	0.001000	0.000000	0.000000	
14	0.279000	0.068000	0.100000	0.003000	0.001000	0.002000	0.000000	0.000000	
15	0.327000	0.079000	0.115000	0.003000	0.001000	0.002000	0.001000	0.000000	
16	0.381000	0.089000	0.131000	0.003000	0.002000	0.002000	0.000000	0.000000	
17	0.434000	0.100000	0.149000	0.003000	0.001000	0.002000	0.000000	0.000000	
18	0.498000	0.114000	0.166000	0.004000	0.002000	0.001000	0.001000	0.000000	
19	0.576000	0.135000	0.199000	0.004000	0.002000	0.002000	0.000000	0.001000	
20	0.656000	0.150000	0.210000	0.004000	0.003000	0.002000	0.000000	0.000000	
21	0.747000	0.162000	0.228000	0.004000	0.002000	0.003000	0.000000	0.000000	
22	0.801000	0.176000	0.254000	0.005000	0.003000	0.002000	0.000000	0.000000	
23	0.918000	0.187000	0.276000	0.005000	0.003000	0.002000	0.000000	0.001000	
24	0.988000	0.212000	0.305000	0.005000	0.004000	0.002000	0.000000	0.001000	
25	1.078000	0.223000	0.325000	0.005000	0.003000	0.003000	0.000000	0.000000	
26	1.210000	0.247000	0.378000	0.006000	0.004000	0.002000	0.000000	0.001000	
27	1.300000	0.263000	0.397000	0.005000	0.005000	0.002000	0.000000	0.001000	
28	1.788000	0.287000	0.426000	0.006000	0.004000	0.003000	0.000000	0.001000	
29	1.500000	0.306000	0.446000	0.006000	0.004000	0.003000	0.001000	0.000000	
30	1.589000	0.348000	0.525000	0.006000	0.006000	0.003000	0.000000	0.001000	
31	1.800000	0.365000	0.718000	0.007000	0.007000	0.006000	0.000000	0.001000	
32	1.907000	0.532000	0.591000	0.006000	0.007000	0.004000	0.000000	0.001000	
33	2.130000	0.396000	0.617000	0.006000	0.005000	0.004000	0.000000	0.001000	
34	2.224000	0.429000	0.598000	0.006000	0.007000	0.003000	0.000000	0.001000	
35	2.268000	0.431000	0.632000	0.007000	0.006000	0.004000	0.000000	0.001000	
36	2.307000	0.454000	0.671000	0.007000	0.007000	0.004000	0.000000	0.000000	
37	2.583000	0.482000	0.742000	0.007000	0.007000	0.004000	0.000000	0.001000	
38	2.816000	0.503000	0.745000	0.007000	0.008000	0.003000	0.000000	0.000000	
39	2.986000	0.562000	0.818000	0.008000	0.008000	0.004000	0.000000	0.001000	
40	3.067000	0.577000	0.877000	0.008000	0.008000	0.005000	0.000000	0.001000	
